zona_eleitoral,municipio,estado,brancos,nulos,abstencao,votos_22,votos_13,votos_15,votos_12,votos_44,votos_30,votos_14,votos_16,votos_21,votos_80,votos_27
99,SANTA TEREZINHA,PE,70,231,1614,859.0,4990.0,61.0,120.0,23.0,12.0,4.0,,2.0,,1.0
71,SERRA TALHADA,PE,565,1785,11236,9424.0,35650.0,365.0,910.0,77.0,61.0,21.0,4.0,8.0,9.0,4.0
76,SERRITA,PE,85,382,3937,1023.0,10252.0,80.0,251.0,97.0,10.0,4.0,1.0,2.0,1.0,1.0
62,SERTÂNIA,PE,226,639,6796,2362.0,15521.0,117.0,364.0,47.0,11.0,7.0,1.0,3.0,2.0,
26,SIRINHAÉM,PE,381,812,6112,6536.0,13807.0,251.0,378.0,61.0,17.0,11.0,1.0,2.0,1.0,3.0
98,SOLIDÃO,PE,27,119,1198,441.0,3713.0,19.0,35.0,8.0,2.0,1.0,,,,
34,SURUBIM,PE,827,1262,7811,10195.0,24534.0,409.0,747.0,155.0,32.0,18.0,3.0,2.0,4.0,3.0
47,SÃO BENEDITO DO SUL,PE,113,387,2978,1045.0,4117.0,41.0,118.0,20.0,1.0,7.0,1.0,,1.0,
52,SÃO BENTO DO UNA,PE,403,944,8804,5927.0,19472.0,287.0,615.0,45.0,20.0,18.0,2.0,7.0,,1.0
44,SÃO CAITANO,PE,468,1182,4826,4683.0,18056.0,229.0,590.0,101.0,16.0,19.0,2.0,6.0,1.0,2.0
132,SÃO JOAQUIM DO MONTE,PE,229,684,3281,3088.0,9531.0,168.0,295.0,16.0,6.0,17.0,3.0,4.0,3.0,2.0
42,SÃO JOSÉ DA COROA GRANDE,PE,199,398,3949,4567.0,6724.0,126.0,152.0,32.0,,3.0,1.0,3.0,2.0,1.0
74,SÃO JOSÉ DO BELMONTE,PE,216,739,6329,2108.0,16519.0,130.0,323.0,59.0,16.0,15.0,1.0,4.0,3.0,3.0
68,SÃO JOSÉ DO EGITO,PE,222,684,4517,3213.0,13915.0,127.0,339.0,25.0,11.0,11.0,1.0,4.0,2.0,2.0
116,SÃO JOÃO,PE,146,561,4826,1630.0,11311.0,113.0,232.0,15.0,11.0,8.0,1.0,3.0,3.0,1.0
13,SÃO LOURENÇO DA MATA,PE,1217,2425,10375,21834.0,38450.0,1323.0,1493.0,279.0,77.0,49.0,16.0,18.0,16.0,5.0
90,SÃO VICENTE FÉRRER,PE,158,447,2890,2236.0,8020.0,122.0,236.0,17.0,10.0,7.0,,3.0,2.0,
50,TABIRA,PE,186,402,4072,2368.0,13052.0,85.0,247.0,53.0,14.0,4.0,,2.0,1.0,1.0
44,TACAIMBÓ,PE,205,359,1875,1531.0,5985.0,64.0,267.0,31.0,4.0,9.0,,1.0,,1.0
89,TACARATU,PE,107,423,3666,1480.0,11169.0,114.0,191.0,31.0,7.0,3.0,2.0,1.0,2.0,
26,TAMANDARÉ,PE,222,426,3607,4298.0,9254.0,183.0,208.0,50.0,7.0,3.0,,1.0,1.0,
51,TAQUARITINGA DO NORTE,PE,300,404,3199,6777.0,9425.0,181.0,311.0,31.0,17.0,11.0,1.0,3.0,,1.0
61,TEREZINHA,PE,73,258,1614,696.0,3870.0,41.0,79.0,6.0,,1.0,1.0,,,
78,TERRA NOVA,PE,47,137,1277,460.0,6081.0,40.0,133.0,19.0,2.0,1.0,,,,
36,TIMBAÚBA,PE,551,1329,8494,9534.0,21021.0,570.0,739.0,71.0,45.0,10.0,1.0,7.0,7.0,5.0
112,TORITAMA,PE,422,517,4941,11140.0,14495.0,228.0,582.0,71.0,16.0,15.0,4.0,3.0,1.0,2.0
23,TRACUNHAÉM,PE,189,315,1796,2456.0,6093.0,114.0,135.0,26.0,8.0,7.0,,1.0,2.0,2.0
133,TRINDADE,PE,192,525,5512,3666.0,12247.0,144.0,414.0,191.0,20.0,15.0,,2.0,2.0,3.0
67,TRIUNFO,PE,67,337,2051,1163.0,7475.0,116.0,210.0,11.0,10.0,2.0,1.0,1.0,1.0,
143,TUPANATINGA,PE,149,614,5879,1713.0,9516.0,110.0,226.0,116.0,8.0,10.0,,3.0,3.0,1.0
68,TUPARETAMA,PE,52,112,1630,753.0,5347.0,19.0,121.0,23.0,3.0,1.0,1.0,,,
120,VENTUROSA,PE,117,414,3236,1658.0,8615.0,74.0,303.0,28.0,5.0,2.0,,1.0,1.0,
75,VERDEJANTE,PE,65,233,1451,604.0,5269.0,44.0,117.0,38.0,5.0,8.0,,1.0,1.0,
34,VERTENTE DO LÉRIO,PE,113,234,1449,1013.0,4693.0,67.0,123.0,34.0,2.0,10.0,,4.0,,
46,VERTENTES,PE,238,478,3308,3395.0,8663.0,120.0,247.0,51.0,11.0,4.0,,2.0,,
90,VICÊNCIA,PE,284,735,4808,4846.0,10797.0,235.0,317.0,36.0,21.0,9.0,3.0,1.0,3.0,1.0
18,VITÓRIA DE SANTO ANTÃO,PE,1263,2397,11015,24885.0,35450.0,1361.0,1498.0,202.0,77.0,38.0,10.0,10.0,13.0,3.0
102,VITÓRIA DE SANTO ANTÃO,PE,364,699,3264,5568.0,10399.0,304.0,309.0,48.0,18.0,5.0,4.0,7.0,2.0,2.0
38,XEXÉU,PE,144,297,2648,1948.0,5064.0,98.0,151.0,88.0,1.0,2.0,2.0,4.0,,1.0
38,ÁGUA PRETA,PE,292,588,7585,3544.0,10823.0,130.0,255.0,36.0,2.0,6.0,,2.0,,
64,ÁGUAS BELAS,PE,276,1026,9110,4394.0,17736.0,166.0,371.0,50.0,43.0,17.0,1.0,7.0,1.0,2.0
38,ACAUÃ,PI,63,110,604,448.0,4647.0,48.0,138.0,10.0,4.0,4.0,1.0,,,
30,AGRICOLÂNDIA,PI,39,117,1040,542.0,3135.0,78.0,90.0,16.0,3.0,1.0,,2.0,,
29,ALAGOINHA DO PIAUÍ,PI,56,159,809,979.0,3648.0,61.0,122.0,54.0,6.0,4.0,1.0,3.0,,
40,ALEGRETE DO PIAUÍ,PI,20,52,876,587.0,2665.0,30.0,87.0,17.0,1.0,3.0,,,,
47,ALTO LONGÁ,PI,52,278,1713,1442.0,8253.0,175.0,294.0,75.0,7.0,4.0,,3.0,1.0,2.0
32,ALTOS,PI,263,694,4532,3984.0,22770.0,542.0,664.0,184.0,25.0,13.0,1.0,5.0,5.0,1.0
59,ALVORADA DO GURGUÉIA,PI,21,69,786,545.0,2826.0,55.0,47.0,30.0,4.0,2.0,1.0,1.0,,
8,AMARANTE,PI,79,266,3043,1537.0,9683.0,163.0,257.0,79.0,7.0,6.0,1.0,1.0,,1.0
43,ANGICAL DO PIAUÍ,PI,39,135,1460,853.0,4092.0,92.0,101.0,21.0,2.0,1.0,,,1.0,2.0
14,ANTÔNIO ALMEIDA,PI,18,48,556,586.0,1626.0,38.0,44.0,18.0,2.0,,2.0,,,
79,ANÍSIO DE ABREU,PI,31,97,1160,582.0,4814.0,66.0,117.0,17.0,2.0,3.0,1.0,1.0,,
89,AROAZES,PI,26,105,1104,564.0,3618.0,39.0,79.0,23.0,,6.0,,2.0,,
10,AROEIRAS DO ITAIM,PI,30,84,354,456.0,2633.0,17.0,67.0,27.0,7.0,1.0,1.0,2.0,,
61,ARRAIAL,PI,22,58,813,409.0,2696.0,75.0,81.0,30.0,1.0,1.0,,,,
39,ASSUNÇÃO DO PIAUÍ,PI,54,160,1846,443.0,4316.0,54.0,140.0,41.0,2.0,6.0,,,,
88,AVELINO LOPES,PI,63,228,1946,1392.0,5165.0,178.0,192.0,63.0,3.0,2.0,1.0,2.0,,2.0
44,BAIXA GRANDE DO RIBEIRO,PI,50,148,1240,2210.0,5675.0,118.0,172.0,35.0,,1.0,2.0,1.0,2.0,1.0
48,BARRA D&apos;ALCÂNTARA,PI,28,95,731,328.0,2111.0,18.0,70.0,11.0,,,,1.0,,
6,BARRAS,PI,255,760,7789,5229.0,20919.0,556.0,643.0,154.0,18.0,17.0,3.0,4.0,5.0,
35,BARREIRAS DO PIAUÍ,PI,23,50,844,450.0,1987.0,60.0,52.0,21.0,4.0,,,,,
74,BARRO DURO,PI,30,65,1322,1038.0,3229.0,80.0,98.0,20.0,3.0,,2.0,2.0,,
45,BATALHA,PI,161,483,5723,3347.0,11708.0,372.0,305.0,130.0,15.0,13.0,3.0,3.0,3.0,
37,BELA VISTA DO PIAUÍ,PI,57,106,298,321.0,2310.0,43.0,195.0,41.0,3.0,4.0,,,,1.0
68,BELÉM DO PIAUÍ,PI,27,46,390,329.0,2038.0,40.0,77.0,14.0,,,,,1.0,
47,BENEDITINOS,PI,44,219,1556,814.0,6277.0,133.0,174.0,61.0,6.0,5.0,,2.0,2.0,
67,BERTOLÍNIA,PI,31,77,715,739.0,2740.0,60.0,105.0,36.0,2.0,1.0,,3.0,,
38,BETÂNIA DO PIAUÍ,PI,24,164,760,317.0,3881.0,33.0,92.0,41.0,2.0,3.0,,,,
6,BOA HORA,PI,50,132,1333,769.0,3817.0,66.0,163.0,42.0,2.0,3.0,3.0,1.0,2.0,
28,BOCAINA,PI,22,55,637,807.0,3438.0,78.0,85.0,25.0,4.0,8.0,1.0,1.0,1.0,
15,BOM JESUS,PI,125,345,2840,4165.0,10360.0,279.0,419.0,79.0,14.0,7.0,3.0,1.0,1.0,
33,BOM PRINCÍPIO DO PIAUÍ,PI,57,119,958,908.0,3850.0,69.0,104.0,20.0,1.0,,,,,
95,BONFIM DO PIAUÍ,PI,32,127,877,254.0,3526.0,62.0,64.0,17.0,2.0,4.0,,1.0,2.0,
71,BOQUEIRÃO DO PIAUÍ,PI,32,103,1244,495.0,3412.0,62.0,102.0,16.0,1.0,2.0,,1.0,1.0,
11,BRASILEIRA,PI,39,144,1665,811.0,4716.0,64.0,118.0,50.0,8.0,2.0,,2.0,2.0,
36,BREJO DO PIAUÍ,PI,10,54,628,252.0,2743.0,22.0,26.0,8.0,1.0,,,,,
33,BURITI DOS LOPES,PI,84,313,2840,3089.0,9592.0,162.0,291.0,77.0,5.0,10.0,2.0,2.0,1.0,
34,BURITI DOS MONTES,PI,25,85,884,533.0,4640.0,59.0,160.0,20.0,1.0,2.0,1.0,1.0,,9.0
6,CABECEIRAS DO PIAUÍ,PI,57,212,1945,681.0,5938.0,121.0,187.0,50.0,4.0,7.0,2.0,1.0,,2.0
94,CAJAZEIRAS DO PIAUÍ,PI,31,86,601,313.0,2280.0,38.0,69.0,43.0,2.0,3.0,,,1.0,
91,CAJUEIRO DA PRAIA,PI,53,96,1076,990.0,4368.0,48.0,142.0,33.0,1.0,2.0,,,,
40,CALDEIRÃO GRANDE DO PIAUÍ,PI,33,41,624,549.0,3448.0,49.0,189.0,9.0,4.0,1.0,1.0,,,
90,CAMPINAS DO PIAUÍ,PI,31,110,1070,265.0,3635.0,31.0,47.0,16.0,,3.0,,,,1.0
69,CAMPO ALEGRE DO FIDALGO,PI,24,100,585,328.0,3174.0,25.0,54.0,34.0,1.0,5.0,1.0,,,
19,CAMPO GRANDE DO PIAUÍ,PI,46,174,916,396.0,3279.0,43.0,112.0,24.0,,2.0,1.0,3.0,2.0,3.0
49,CAMPO LARGO DO PIAUÍ,PI,38,123,990,649.0,3232.0,84.0,71.0,31.0,11.0,5.0,,2.0,,
7,CAMPO MAIOR,PI,148,384,2894,3058.0,11120.0,319.0,459.0,91.0,23.0,7.0,,5.0,2.0,
96,CAMPO MAIOR,PI,136,385,2571,2878.0,9413.0,242.0,445.0,80.0,19.0,11.0,2.0,4.0,5.0,
25,CANAVIEIRA,PI,19,43,682,348.0,2136.0,32.0,63.0,10.0,1.0,1.0,,1.0,,
36,CANTO DO BURITI,PI,138,359,3237,1998.0,9073.0,235.0,275.0,63.0,10.0,8.0,1.0,2.0,1.0,
71,CAPITÃO DE CAMPOS,PI,91,256,2106,1070.0,6155.0,97.0,280.0,61.0,2.0,8.0,,2.0,,1.0
69,CAPITÃO GERVÁSIO OLIVEIRA,PI,20,76,530,212.0,2730.0,17.0,41.0,13.0,,1.0,,,,
79,CARACOL,PI,53,148,1418,736.0,5319.0,72.0,114.0,77.0,4.0,5.0,1.0,2.0,1.0,2.0
33,CARAÚBAS DO PIAUÍ,PI,35,137,855,761.0,2998.0,43.0,113.0,28.0,7.0,2.0,1.0,,,
56,CARIDADE DO PIAUÍ,PI,25,118,793,355.0,3257.0,49.0,103.0,12.0,1.0,2.0,,,,
34,CASTELO DO PIAUÍ,PI,133,315,3683,2433.0,8914.0,143.0,358.0,79.0,11.0,6.0,,1.0,1.0,
33,CAXINGÓ,PI,61,140,844,571.0,3560.0,79.0,148.0,36.0,2.0,3.0,1.0,,,
53,COCAL,PI,241,611,3732,3113.0,12642.0,218.0,411.0,123.0,7.0,6.0,3.0,5.0,,1.0
71,COCAL DE TELHA,PI,28,109,1047,310.0,2902.0,41.0,60.0,10.0,3.0,,,1.0,2.0,
53,COCAL DOS ALVES,PI,65,91,1023,304.0,3758.0,33.0,99.0,23.0,,5.0,,2.0,,
32,COIVARAS,PI,29,94,541,706.0,3435.0,89.0,116.0,23.0,3.0,,,1.0,,
67,COLÔNIA DO GURGUÉIA,PI,17,93,953,732.0,3207.0,42.0,84.0,16.0,2.0,1.0,,2.0,1.0,
94,COLÔNIA DO PIAUÍ,PI,43,107,1466,547.0,3907.0,49.0,88.0,24.0,3.0,3.0,2.0,1.0,1.0,1.0
90,CONCEIÇÃO DO CANINDÉ,PI,41,158,750,464.0,2968.0,86.0,86.0,25.0,5.0,11.0,,1.0,,
13,CORONEL JOSÉ DIAS,PI,24,82,607,285.0,3579.0,48.0,61.0,18.0,5.0,7.0,,1.0,1.0,
22,CORRENTE,PI,117,414,4240,3570.0,11012.0,363.0,378.0,101.0,4.0,8.0,1.0,1.0,3.0,1.0
22,CRISTALÂNDIA DO PIAUÍ,PI,26,141,1008,553.0,3478.0,61.0,79.0,49.0,3.0,6.0,,1.0,,1.0
59,CRISTINO CASTRO,PI,41,174,1488,1026.0,4773.0,76.0,103.0,19.0,4.0,3.0,1.0,,,1.0
26,CURIMATÁ,PI,64,152,1660,1456.0,5095.0,136.0,119.0,27.0,4.0,2.0,,,,
15,CURRAIS,PI,16,88,761,644.0,3492.0,59.0,70.0,10.0,1.0,4.0,,,1.0,
56,CURRAL NOVO DO PIAUÍ,PI,34,101,671,278.0,3371.0,27.0,57.0,6.0,1.0,1.0,,,2.0,
58,CURRALINHOS,PI,22,54,710,484.0,3390.0,69.0,65.0,8.0,1.0,1.0,,,,
54,DEMERVAL LOBÃO,PI,73,267,2026,1879.0,7385.0,215.0,197.0,75.0,7.0,6.0,,1.0,,
95,DIRCEU ARCOVERDE,PI,19,83,1020,421.0,4214.0,50.0,94.0,42.0,5.0,6.0,1.0,1.0,1.0,
62,DOM EXPEDITO LOPES,PI,54,100,687,837.0,4177.0,60.0,150.0,18.0,8.0,1.0,2.0,,,3.0
13,DOM INOCÊNCIO,PI,32,125,977,447.0,5273.0,44.0,122.0,45.0,2.0,1.0,1.0,2.0,,
12,DOMINGOS MOURÃO,PI,20,61,831,330.0,2804.0,20.0,94.0,5.0,,3.0,1.0,,,2.0
48,ELESBÃO VELOSO,PI,62,244,2869,1100.0,7974.0,122.0,227.0,87.0,7.0,7.0,2.0,1.0,1.0,
67,ELISEU MARTINS,PI,24,76,790,444.0,2217.0,49.0,73.0,8.0,,,,1.0,,
41,ESPERANTINA,PI,278,628,6683,5302.0,16567.0,416.0,534.0,127.0,18.0,6.0,4.0,5.0,,
95,FARTURA DO PIAUÍ,PI,12,60,756,229.0,3310.0,24.0,45.0,10.0,1.0,,1.0,,,
72,FLORES DO PIAUÍ,PI,28,109,932,446.0,2525.0,41.0,75.0,13.0,1.0,,2.0,1.0,,
90,FLORESTA DO PIAUÍ,PI,13,75,643,195.0,1622.0,11.0,47.0,12.0,1.0,3.0,,,1.0,
9,FLORIANO,PI,350,604,8580,7249.0,25485.0,696.0,1146.0,137.0,47.0,19.0,5.0,4.0,12.0,3.0
48,FRANCINÓPOLIS,PI,19,91,978,342.0,2783.0,36.0,66.0,22.0,4.0,2.0,,1.0,,
61,FRANCISCO AYRES,PI,22,59,898,440.0,2863.0,60.0,141.0,23.0,,,,,,
68,FRANCISCO MACEDO,PI,15,63,434,278.0,1762.0,33.0,65.0,31.0,,6.0,,,,
28,FRANCISCO SANTOS,PI,84,141,1396,760.0,4498.0,87.0,180.0,33.0,12.0,9.0,1.0,1.0,1.0,1.0
40,FRONTEIRAS,PI,64,131,1677,1276.0,5857.0,58.0,233.0,41.0,7.0,4.0,1.0,1.0,1.0,
62,GEMINIANO,PI,54,131,834,617.0,4138.0,36.0,138.0,33.0,4.0,3.0,3.0,,,
35,GILBUÉS,PI,40,161,1604,1020.0,4997.0,90.0,110.0,45.0,1.0,5.0,1.0,3.0,1.0,2.0
46,GUADALUPE,PI,55,146,2177,1064.0,4828.0,79.0,168.0,30.0,4.0,2.0,2.0,1.0,,
79,GUARIBAS,PI,13,34,919,180.0,2966.0,24.0,24.0,24.0,,,,,,1.0
52,HUGO NAPOLEÃO,PI,39,58,671,544.0,2701.0,44.0,86.0,13.0,4.0,2.0,,2.0,,
4,ILHA GRANDE,PI,57,181,1598,1084.0,5350.0,137.0,142.0,40.0,2.0,3.0,2.0,1.0,,
64,INHUMA,PI,72,292,2692,1362.0,7818.0,128.0,226.0,68.0,8.0,5.0,1.0,2.0,,
64,IPIRANGA DO PIAUÍ,PI,59,178,1335,597.0,5007.0,67.0,119.0,33.0,3.0,2.0,1.0,,1.0,
57,ISAÍAS COELHO,PI,45,172,1028,348.0,4322.0,65.0,97.0,24.0,3.0,1.0,,2.0,,
57,ITAINÓPOLIS,PI,116,274,1570,1078.0,6033.0,45.0,176.0,73.0,4.0,4.0,2.0,1.0,,
72,ITAUEIRA,PI,100,233,1879,1141.0,5129.0,115.0,170.0,64.0,3.0,6.0,1.0,3.0,,1.0
38,JACOBINA DO PIAUÍ,PI,34,129,531,522.0,3538.0,58.0,107.0,11.0,4.0,4.0,2.0,,,
19,JAICÓS,PI,148,434,3137,1402.0,7744.0,157.0,274.0,55.0,13.0,7.0,5.0,1.0,,1.0
43,JARDIM DO MULATO,PI,20,79,773,601.0,2655.0,49.0,77.0,37.0,2.0,1.0,,1.0,,
7,JATOBÁ DO PIAUÍ,PI,28,98,881,643.0,4332.0,61.0,122.0,16.0,3.0,,,1.0,1.0,
25,JERUMENHA,PI,33,78,899,604.0,2867.0,41.0,75.0,12.0,,2.0,,1.0,,
41,JOAQUIM PIRES,PI,79,233,2205,1835.0,6789.0,110.0,127.0,55.0,1.0,4.0,1.0,1.0,,
27,JOCA MARQUES,PI,36,70,990,563.0,3035.0,55.0,65.0,35.0,,4.0,,,,2.0
24,JOSÉ DE FREITAS,PI,262,601,4794,3279.0,22907.0,501.0,635.0,146.0,23.0,11.0,5.0,6.0,4.0,1.0
20,JOÃO COSTA,PI,18,62,512,331.0,2236.0,36.0,64.0,30.0,3.0,1.0,1.0,,,1.0
34,JUAZEIRO DO PIAUÍ,PI,38,98,833,693.0,3458.0,90.0,136.0,23.0,7.0,3.0,,1.0,3.0,1.0
79,JUREMA,PI,24,102,796,364.0,3240.0,62.0,69.0,9.0,,2.0,1.0,1.0,,1.0
88,JÚLIO BORGES,PI,24,69,910,343.0,2997.0,72.0,103.0,36.0,,2.0,,,,
16,LAGOA ALEGRE,PI,37,116,1177,744.0,5495.0,102.0,154.0,19.0,3.0,3.0,,1.0,,
12,LAGOA DE SÃO FRANCISCO,PI,36,100,1218,591.0,3633.0,55.0,140.0,14.0,3.0,1.0,,1.0,1.0,
69,LAGOA DO BARRO DO PIAUÍ,PI,53,99,651,324.0,3053.0,38.0,45.0,15.0,7.0,4.0,,1.0,,
54,LAGOA DO PIAUÍ,PI,28,75,609,626.0,2838.0,114.0,66.0,21.0,3.0,2.0,1.0,1.0,,
89,LAGOA DO SÍTIO,PI,23,149,791,447.0,2907.0,54.0,75.0,42.0,,3.0,2.0,1.0,,
52,LAGOINHA DO PIAUÍ,PI,22,58,608,368.0,1965.0,33.0,49.0,15.0,2.0,,,,,
46,LANDRI SALES,PI,15,78,1106,432.0,2846.0,25.0,67.0,25.0,4.0,,2.0,,1.0,
91,LUIS CORREIA,PI,215,567,4854,3736.0,15253.0,348.0,583.0,109.0,11.0,6.0,3.0,5.0,,
27,LUZILÂNDIA,PI,171,388,3984,2907.0,11578.0,180.0,296.0,77.0,6.0,8.0,1.0,2.0,3.0,
27,MADEIRO,PI,39,119,1649,716.0,3744.0,62.0,69.0,20.0,1.0,5.0,,1.0,1.0,
67,MANOEL EMÍDIO,PI,16,91,864,462.0,3011.0,46.0,90.0,13.0,,,,,1.0,1.0
68,MARCOLÂNDIA,PI,64,212,1069,1261.0,4486.0,78.0,184.0,63.0,3.0,2.0,,1.0,,1.0
46,MARCOS PARENTE,PI,30,38,820,773.0,2174.0,37.0,94.0,17.0,1.0,,,1.0,,
19,MASSAPÊ DO PIAUÍ,PI,58,217,1079,288.0,3945.0,76.0,186.0,35.0,6.0,6.0,,,2.0,
80,MATIAS OLÍMPIO,PI,78,183,2121,1143.0,4928.0,104.0,114.0,39.0,5.0,5.0,,2.0,,
17,MIGUEL ALVES,PI,164,614,6216,2531.0,15013.0,262.0,527.0,193.0,12.0,17.0,4.0,4.0,3.0,
58,MIGUEL LEÃO,PI,7,26,247,350.0,903.0,22.0,33.0,14.0,1.0,1.0,,,,
12,MILTON BRANDÃO,PI,39,157,1727,1259.0,3269.0,62.0,137.0,47.0,2.0,5.0,1.0,,1.0,
58,MONSENHOR GIL,PI,56,156,1564,1302.0,6545.0,170.0,173.0,37.0,3.0,2.0,1.0,,2.0,
28,MONSENHOR HIPÓLITO,PI,49,203,936,626.0,4709.0,59.0,156.0,44.0,3.0,8.0,2.0,2.0,1.0,
35,MONTE ALEGRE DO PIAUÍ,PI,35,170,1895,886.0,5680.0,121.0,123.0,32.0,6.0,2.0,,2.0,,1.0
88,MORRO CABEÇA NO TEMPO,PI,18,115,682,392.0,2225.0,36.0,70.0,26.0,,1.0,,2.0,2.0,
41,MORRO DO CHAPÉU DO PIAUÍ,PI,46,86,1292,625.0,3301.0,58.0,60.0,22.0,,2.0,,,1.0,
33,MURICI DOS PORTELAS,PI,67,139,1067,733.0,3525.0,114.0,126.0,23.0,2.0,1.0,,1.0,,
61,NAZARÉ DO PIAUÍ,PI,31,142,1360,430.0,4412.0,69.0,70.0,18.0,2.0,1.0,3.0,1.0,1.0,
97,NAZÁRIA,PI,50,184,1923,1537.0,7137.0,166.0,161.0,46.0,2.0,1.0,1.0,,1.0,
96,NOSSA SENHORA DE NAZARÉ,PI,28,68,812,498.0,3855.0,47.0,87.0,22.0,4.0,2.0,,,1.0,
49,NOSSA SENHORA DOS REMÉDIOS,PI,54,167,1414,1106.0,5151.0,81.0,122.0,78.0,1.0,3.0,1.0,,1.0,1.0
69,NOVA SANTA RITA,PI,16,59,467,222.0,2942.0,28.0,65.0,16.0,2.0,,,,,
18,NOVO ORIENTE DO PIAUÍ,PI,36,131,1108,345.0,3359.0,52.0,80.0,15.0,2.0,3.0,,,,
47,NOVO SANTO ANTÔNIO,PI,14,55,639,394.0,3086.0,53.0,85.0,14.0,,4.0,,1.0,,
5,OEIRAS,PI,238,541,5606,4566.0,17737.0,267.0,563.0,145.0,25.0,7.0,1.0,2.0,4.0,1.0
52,OLHO D&apos;ÁGUA DO PIAUÍ,PI,11,37,469,280.0,1447.0,33.0,56.0,12.0,,2.0,,,,
68,PADRE MARCOS,PI,40,147,1055,686.0,3842.0,64.0,125.0,24.0,2.0,1.0,1.0,2.0,2.0,3.0
37,PAES LANDIM,PI,24,89,595,710.0,2183.0,71.0,89.0,52.0,1.0,,,,1.0,
36,PAJEÚ DO PIAUÍ,PI,14,86,746,358.0,2057.0,42.0,59.0,32.0,2.0,2.0,1.0,,,1.0
59,PALMEIRA DO PIAUÍ,PI,40,100,723,697.0,2654.0,82.0,92.0,25.0,3.0,2.0,,,,
8,PALMEIRAIS,PI,53,205,2203,1214.0,8267.0,133.0,170.0,47.0,5.0,3.0,,,1.0,1.0
10,PAQUETÁ,PI,17,76,440,454.0,2716.0,30.0,80.0,35.0,1.0,1.0,,,,
26,PARNAGUÁ,PI,40,143,1546,716.0,4577.0,91.0,78.0,24.0,1.0,1.0,,3.0,2.0,1.0
4,PARNAÍBA,PI,51,85,873,493.0,3422.0,100.0,98.0,14.0,1.0,1.0,,,3.0,1.0
3,PARNAÍBA,PI,1012,1890,18303,25869.0,52066.0,2419.0,3150.0,505.0,145.0,43.0,10.0,15.0,25.0,7.0
74,PASSAGEM FRANCA DO PIAUÍ,PI,18,49,901,601.0,2219.0,23.0,27.0,11.0,3.0,1.0,,,,
19,PATOS DO PIAUÍ,PI,53,181,933,413.0,3556.0,59.0,105.0,39.0,4.0,1.0,1.0,,,
32,PAU D&apos;ARCO DO PIAUÍ,PI,30,99,721,515.0,3297.0,72.0,84.0,38.0,1.0,4.0,2.0,,,
38,PAULISTANA,PI,131,444,2601,1711.0,10490.0,112.0,322.0,66.0,12.0,13.0,2.0,2.0,1.0,
72,PAVUSSU,PI,18,97,825,242.0,2492.0,29.0,45.0,25.0,3.0,5.0,,2.0,1.0,
12,PEDRO II,PI,264,707,7815,4900.0,17672.0,401.0,790.0,176.0,22.0,11.0,5.0,6.0,3.0,4.0
69,PEDRO LAURENTINO,PI,19,50,361,638.0,1552.0,13.0,51.0,15.0,3.0,3.0,,,1.0,
10,PICOS,PI,393,1009,7720,10134.0,31183.0,575.0,1417.0,194.0,70.0,17.0,2.0,8.0,8.0,4.0
89,PIMENTEIRAS,PI,44,179,1623,1091.0,5589.0,60.0,188.0,68.0,5.0,8.0,,1.0,,
29,PIO IX,PI,103,330,2260,1321.0,9375.0,73.0,334.0,77.0,5.0,7.0,3.0,5.0,,3.0
21,PIRACURUCA,PI,176,486,4668,3650.0,14425.0,253.0,392.0,98.0,32.0,6.0,1.0,3.0,2.0,1.0
11,PIRIPIRI,PI,543,955,12655,8085.0,27351.0,579.0,1142.0,183.0,37.0,22.0,8.0,8.0,3.0,4.0
49,PORTO,PI,48,193,2129,1207.0,5291.0,49.0,151.0,44.0,4.0,5.0,,1.0,,
14,PORTO ALEGRE DO PIAUÍ,PI,14,52,365,279.0,1209.0,31.0,43.0,19.0,1.0,,,,1.0,
74,PRATA DO PIAUÍ,PI,12,78,697,310.0,2209.0,35.0,44.0,19.0,,3.0,,,,
38,QUEIMADA NOVA,PI,66,207,872,607.0,4792.0,40.0,135.0,48.0,2.0,4.0,1.0,2.0,,
15,REDENÇÃO DO GURGUÉIA,PI,32,119,1402,1180.0,3558.0,140.0,113.0,27.0,1.0,6.0,,4.0,1.0,1.0
43,REGENERAÇÃO,PI,75,364,3424,1196.0,8526.0,147.0,200.0,49.0,6.0,8.0,2.0,1.0,1.0,
26,RIACHO FRIO,PI,12,63,703,299.0,2846.0,48.0,46.0,26.0,,2.0,,,,
72,RIBEIRA DO PIAUÍ,PI,14,96,615,334.0,2331.0,23.0,58.0,21.0,1.0,6.0,,,,
44,RIBEIRO GONÇALVES,PI,18,70,976,876.0,3063.0,60.0,70.0,31.0,2.0,2.0,,,1.0,
72,RIO GRANDE DO PIAUÍ,PI,32,103,1004,495.0,3406.0,50.0,74.0,13.0,1.0,3.0,,,,
62,SANTA CRUZ DO PIAUÍ,PI,28,122,667,518.0,3770.0,31.0,93.0,22.0,2.0,3.0,1.0,,1.0,
74,SANTA CRUZ DOS MILAGRES,PI,13,52,758,379.0,2143.0,41.0,72.0,16.0,4.0,2.0,,,1.0,
35,SANTA FILOMENA,PI,30,96,922,853.0,2961.0,61.0,88.0,32.0,2.0,3.0,1.0,1.0,2.0,
59,SANTA LUZ,PI,51,85,692,895.0,2906.0,43.0,99.0,28.0,3.0,3.0,,,1.0,
