zona_eleitoral,codigo_zona_eleitoral,estado,municipio,codigo_municipio
0035,35,PR,SÃO SEBASTIÃO DA AMOREIRA,78956
0149,149,PR,SÃO TOMÉ,78972
0146,146,PR,TAMARANA,75663
0072,72,PR,TAMBOARA,79090
0086,86,PR,TAPEJARA,79111
0127,127,PR,TAPIRA,79731
0053,53,PR,TEIXEIRA SOARES,79138
0111,111,PR,TELÊMACO BORBA,79154
0173,173,PR,TERRA BOA,79170
0105,105,PR,TERRA RICA,79197
0125,125,PR,TERRA ROXA,79219
0017,17,PR,TIBAGI,79235
0199,199,PR,TIJUCAS DO SUL,79251
0075,75,PR,TOLEDO,79278
0019,19,PR,TOMAZINA,79294
0166,166,PR,TRÊS BARRAS DO PARANÁ,79871
0048,48,PR,TUNAS DO PARANÁ,74888
0086,86,PR,TUNEIRAS DO OESTE,79316
0148,148,PR,TUPÃSSI,79936
0044,44,PR,TURVO,84530
0098,98,PR,UBIRATÃ,79332
0089,89,PR,UMUARAMA,79359
0071,71,PR,UNIFLOR,79391
0033,33,PR,UNIÃO DA VITÓRIA,79375
0084,84,PR,URAÍ,79413
0017,17,PR,VENTANIA,74900
0118,118,PR,VERA CRUZ DO OESTE,79898
0115,115,PR,VERÊ,79456
0203,203,PR,VIRMOND,74969
0073,73,PR,VITORINO,79472
0020,20,PR,WENCESLAU BRAZ,79430
0117,117,PR,XAMBRÊ,79499
0150,150,PR,ÂNGULO,74128
0066,66,PB,AGUIAR,19038
0009,9,PB,ALAGOA GRANDE,19054
0013,13,PB,ALAGOA NOVA,19070
0009,9,PB,ALAGOINHA,19097
0018,18,PB,ALCANTIL,19763
0067,67,PB,ALGODÃO DE JANDAÍRA,19925
0073,73,PB,ALHANDRA,19119
0043,43,PB,AMPARO,19585
0063,63,PB,APARECIDA,19844
0048,48,PB,ARARA,19178
0020,20,PB,ARARUNA,19194
0047,47,PB,ARAÇAGI,19151
0011,11,PB,AREIA,19216
0065,65,PB,AREIA DE BARAÚNAS,19909
0019,19,PB,AREIAL,19232
0049,49,PB,AROEIRAS,19259
0027,27,PB,ASSUNÇÃO,19321
0014,14,PB,BANANEIRAS,19313
0025,25,PB,BARAÚNA,19305
0067,67,PB,BARRA DE SANTA ROSA,19330
0049,49,PB,BARRA DE SANTANA,19780
0062,62,PB,BARRA DE SÃO MIGUEL,19356
0061,61,PB,BAYEUX,19372
0055,55,PB,BAÍA DA TRAIÇÃO,19291
0014,14,PB,BELÉM,19399
0038,38,PB,BELÉM DO BREJO DO CRUZ,19410
0053,53,PB,BERNARDINO BATISTA,19500
0042,42,PB,BOA VENTURA,19437
0022,22,PB,BOA VISTA,19941
0068,68,PB,BOM JESUS,19453
0036,36,PB,BOM SUCESSO,19470
0040,40,PB,BONITO DE SANTA FÉ,19496
0062,62,PB,BOQUEIRÃO,19518
0011,11,PB,BORBOREMA,19550
0038,38,PB,BREJO DO CRUZ,19577
0036,36,PB,BREJO DOS SANTOS,19593
0073,73,PB,CAAPORÃ,19615
0062,62,PB,CABACEIRAS,19631
0057,57,PB,CABEDELO,19658
0068,68,PB,CACHOEIRA DOS ÍNDIOS,19674
0065,65,PB,CACIMBA DE AREIA,19690
0020,20,PB,CACIMBA DE DENTRO,19712
0030,30,PB,CACIMBAS,19364
0014,14,PB,CAIÇARA,19739
0068,68,PB,CAJAZEIRAS,19755
0052,52,PB,CAJAZEIRINHAS,19380
0075,75,PB,CALDAS BRANDÃO,19771
0029,29,PB,CAMALAÚ,19798
0072,72,PB,CAMPINA GRANDE,19810
0017,17,PB,CAMPINA GRANDE,19810
0016,16,PB,CAMPINA GRANDE,19810
0007,7,PB,CAPIM,19062
0022,22,PB,CARAÚBAS,19240
0040,40,PB,CARRAPATEIRA,19836
0048,48,PB,CASSERENGUE,19607
0032,32,PB,CATINGUEIRA,19852
0036,36,PB,CATOLÉ DO ROCHA,19879
0059,59,PB,CATURITÉ,19801
0041,41,PB,CONCEIÇÃO,19895
0051,51,PB,CONDADO,19917
0003,3,PB,CONDE,19933
0043,43,PB,CONGO,19950
0052,52,PB,COREMAS,19976
0058,58,PB,COXIXOLA,19704
0003,3,PB,CRUZ DO ESPÍRITO SANTO,19992
0023,23,PB,CUBATI,20010
0011,11,PB,CUITEGI,20052
0024,24,PB,CUITÉ,20036
0007,7,PB,CUITÉ DE MAMANGUAPE,19089
0060,60,PB,CURRAL DE CIMA,19100
0042,42,PB,CURRAL VELHO,20079
0024,24,PB,DAMIÃO,19275
0030,30,PB,DESTERRO,20095
0042,42,PB,DIAMANTE,20133
0014,14,PB,DONA INÊS,20150
0047,47,PB,DUAS ESTRADAS,20176
0032,32,PB,EMAS,20192
0019,19,PB,ESPERANÇA,20214
0059,59,PB,FAGUNDES,20230
0025,25,PB,FREI MARTINHO,20257
0049,49,PB,GADO BRAVO,19623
0010,10,PB,GUARABIRA,20273
0075,75,PB,GURINHÉM,20290
0022,22,PB,GURJÃO,20311
0041,41,PB,IBIARA,20338
0066,66,PB,IGARACY,19534
0074,74,PB,IMACULADA,20354
0008,8,PB,INGÁ,20370
0006,6,PB,ITABAIANA,20397
0033,33,PB,ITAPORANGA,20419
0060,60,PB,ITAPOROROCA,20435
0008,8,PB,ITATUBA,20451
0060,60,PB,JACARAÚ,20478
0036,36,PB,JERICÓ,20494
0053,53,PB,JOCA CLAUDINO,19666
0076,76,PB,JOÃO PESSOA,20516
0077,77,PB,JOÃO PESSOA,20516
0070,70,PB,JOÃO PESSOA,20516
0001,1,PB,JOÃO PESSOA,20516
0064,64,PB,JOÃO PESSOA,20516
0009,9,PB,JUAREZ TÁVORA,20532
0056,56,PB,JUAZEIRINHO,20559
0056,56,PB,JUNCO DO SERIDÓ,20575
0044,44,PB,JURIPIRANGA,20591
0074,74,PB,JURU,20613
0031,31,PB,LAGOA,20630
0060,60,PB,LAGOA DE DENTRO,20656
0013,13,PB,LAGOA SECA,20672
0063,63,PB,LASTRO,20699
0027,27,PB,LIVRAMENTO,20710
0014,14,PB,LOGRADOURO,19160
0002,2,PB,LUCENA,20737
0051,51,PB,MALTA,20770
0007,7,PB,MAMANGUAPE,20796
0034,34,PB,MANAÍRA,20818
0055,55,PB,MARCAÇÃO,19968
0004,4,PB,MARI,20834
0035,35,PB,MARIZÓPOLIS,19461
0016,16,PB,MASSARANDUBA,20850
0007,7,PB,MATARACA,20877
0013,13,PB,MATINHAS,19143
0036,36,PB,MATO GROSSO,19488
0030,30,PB,MATURÉIA,19984
0006,6,PB,MOGEIRO,20893
0050,50,PB,MONTADAS,20915
0040,40,PB,MONTE HOREBE,20931
0029,29,PB,MONTEIRO,20958
0075,75,PB,MULUNGU,20974
0030,30,PB,MÃE D&apos;ÁGUA,20753
0018,18,PB,NATUBA,20990
0063,63,PB,NAZAREZINHO,21016
0024,24,PB,NOVA FLORESTA,21032
0042,42,PB,NOVA OLINDA,21059
0025,25,PB,NOVA PALMEIRA,21075
0066,66,PB,OLHO D&apos;ÁGUA,21091
0023,23,PB,OLIVEDOS,21113
0043,43,PB,OURO VELHO,21130
0058,58,PB,PARARI,19720
0065,65,PB,PASSAGEM,21156
0028,28,PB,PATOS,21172
0069,69,PB,PAULISTA,21199
0042,42,PB,PEDRA BRANCA,21210
0025,25,PB,PEDRA LAVRADA,21237
0044,44,PB,PEDRAS DE FOGO,21253
0060,60,PB,PEDRO RÉGIS,19747
0032,32,PB,PIANCÓ,21270
0025,25,PB,PICUÍ,21296
0044,44,PB,PILAR,21318
0011,11,PB,PILÕES,21334
0047,47,PB,PILÕEZINHOS,21350
0047,47,PB,PIRPIRITUBA,21377
0073,73,PB,PITIMBU,21393
0050,50,PB,POCINHOS,21415
0031,31,PB,POMBAL,21431
0053,53,PB,POÇO DANTAS,19640
0037,37,PB,POÇO DE JOSÉ DE MOURA,19526
0043,43,PB,PRATA,21458
0034,34,PB,PRINCESA ISABEL,21474
0050,50,PB,PUXINANÃ,21490
0059,59,PB,QUEIMADAS,21512
0028,28,PB,QUIXABA,21539
0067,67,PB,REMÍGIO,21555
0062,62,PB,RIACHO DE SANTO ANTÔNIO,19828
0038,38,PB,RIACHO DOS CAVALOS,21571
0020,20,PB,RIACHÃO,19208
0008,8,PB,RIACHÃO DO BACAMARTE,19127
0004,4,PB,RIACHÃO DO POÇO,19003
0055,55,PB,RIO TINTO,21598
0065,65,PB,SALGADINHO,21610
0006,6,PB,SALGADO DE SÃO FÉLIX,21636
0018,18,PB,SANTA CECÍLIA,20001
0063,63,PB,SANTA CRUZ,21652
0037,37,PB,SANTA HELENA,21679
0041,41,PB,SANTA INÊS,19569
0026,26,PB,SANTA LUZIA,21695
0002,2,PB,SANTA RITA,21750
0003,3,PB,SANTA RITA,21750
0065,65,PB,SANTA TERESINHA,21776
0041,41,PB,SANTANA DE MANGUEIRA,21717
0066,66,PB,SANTANA DOS GARROTES,21733
0056,56,PB,SANTO ANDRÉ,19267
0004,4,PB,SAPÉ,22071
0058,58,PB,SERRA BRANCA,22110
0047,47,PB,SERRA DA RAIZ,22136
0033,33,PB,SERRA GRANDE,22152
0072,72,PB,SERRA REDONDA,22179
0011,11,PB,SERRARIA,22195
0047,47,PB,SERTÃOZINHO,19186
0004,4,PB,SOBRADO,19020
0023,23,PB,SOLEDADE,22233
0048,48,PB,SOLÂNEA,22217
0024,24,PB,SOSSÊGO,19283
0035,35,PB,SOUSA,22250
0043,43,PB,SUMÉ,22276
0051,51,PB,SÃO BENTINHO,19402
0069,69,PB,SÃO BENTO,21792
0031,31,PB,SÃO DOMINGOS,19429
0062,62,PB,SÃO DOMINGOS DO CARIRI,19224
0063,63,PB,SÃO FRANCISCO,19860
0052,52,PB,SÃO JOSÉ DA LAGOA TAPADA,21857
0033,33,PB,SÃO JOSÉ DE CAIANA,21873
0051,51,PB,SÃO JOSÉ DE ESPINHARAS,21890
0040,40,PB,SÃO JOSÉ DE PIRANHAS,21911
0034,34,PB,SÃO JOSÉ DE PRINCESA,19445
0065,65,PB,SÃO JOSÉ DO BONFIM,21938
0038,38,PB,SÃO JOSÉ DO BREJO DO CRUZ,19542
0026,26,PB,SÃO JOSÉ DO SABUGI,21954
0058,58,PB,SÃO JOSÉ DOS CORDEIROS,21970
0006,6,PB,SÃO JOSÉ DOS RAMOS,19046
0022,22,PB,SÃO JOÃO DO CARIRI,21814
0037,37,PB,SÃO JOÃO DO RIO DO PEIXE,19135
0029,29,PB,SÃO JOÃO DO TIGRE,21830
0026,26,PB,SÃO MAMEDE,21997
0044,44,PB,SÃO MIGUEL DE TAIPU,22012
0019,19,PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,22039
0029,29,PB,SÃO SEBASTIÃO DO UMBUZEIRO,22055
0023,23,PB,SÃO VICENTE DO SERIDÓ,22098
0020,20,PB,TACIMA,22292
0027,27,PB,TAPEROÁ,22314
0034,34,PB,TAVARES,22330
0030,30,PB,TEIXEIRA,22357
0056,56,PB,TENÓRIO,19682
0037,37,PB,TRIUNFO,22373
0053,53,PB,UIRAÚNA,22390
0018,18,PB,UMBUZEIRO,22411
0053,53,PB,VIEIRÓPOLIS,19887
0051,51,PB,VISTA SERRANA,20117
0026,26,PB,VÁRZEA,22438
0029,29,PB,ZABELÊ,19348
0074,74,PB,ÁGUA BRANCA,19011
0007,7,PA,ABAETETUBA,04014
0051,51,PA,ABEL FIGUEIREDO,04502
0094,94,PA,ACARÁ,04030
0016,16,PA,AFUÁ,04057
0021,21,PA,ALENQUER,04073
0055,55,PA,ALMEIRIM,04090
0018,18,PA,ALTAMIRA,04111
0090,90,PA,ANAJÁS,04138
0072,72,PA,ANANINDEUA,04154
0043,43,PA,ANANINDEUA,04154
0080,80,PA,ANAPU,04723
0052,52,PA,AUGUSTO CORRÊA,04170
0049,49,PA,AURORA DO PARÁ,04340
0034,34,PA,AVEIRO,04197
0015,15,PA,BAGRE,04219
0035,35,PA,BAIÃO,04235
0060,60,PA,BANNACH,04588
0065,65,PA,BARCARENA,04251
0104,104,PA,BELTERRA,04804
0028,28,PA,BELÉM,04278
0076,76,PA,BELÉM,04278
0030,30,PA,BELÉM,04278
0095,95,PA,BELÉM,04278
0096,96,PA,BELÉM,04278
0097,97,PA,BELÉM,04278
0098,98,PA,BELÉM,04278
0073,73,PA,BELÉM,04278
0001,1,PA,BELÉM,04278
0029,29,PA,BELÉM,04278
0078,78,PA,BENEVIDES,04294
0100,100,PA,BOM JESUS DO TOCANTINS,04049
0041,41,PA,BONITO,04316
0013,13,PA,BRAGANÇA,04332
0018,18,PA,BRASIL NOVO,04227
0057,57,PA,BREJO GRANDE DO ARAGUAIA,05932
0103,103,PA,BREU BRANCO,04448
0015,15,PA,BREVES,04359
0087,87,PA,BUJARU,04375
0002,2,PA,CACHOEIRA DO ARARI,04391
0014,14,PA,CACHOEIRA DO PIRIÁ,04766
0012,12,PA,CAMETÁ,04413
0075,75,PA,CANAÃ DOS CARAJÁS,04707
0025,25,PA,CAPANEMA,04430
0070,70,PA,CAPITÃO POÇO,04456
0004,4,PA,CASTANHAL,04472
0050,50,PA,CASTANHAL,04472
0017,17,PA,CHAVES,04499
0008,8,PA,COLARES,04510
0024,24,PA,CONCEIÇÃO DO ARAGUAIA,04537
0087,87,PA,CONCÓRDIA DO PARÁ,05819
0059,59,PA,CUMARU DO NORTE,04529
0058,58,PA,CURIONÓPOLIS,05851
0086,86,PA,CURRALINHO,04553
0021,21,PA,CURUÁ,04740
0009,9,PA,CURUÇÁ,04570
0084,84,PA,DOM ELISEU,05975
0058,58,PA,ELDORADO DOS CARAJÁS,04120
0089,89,PA,FARO,04596
0024,24,PA,FLORESTA DO ARAGUAIA,04561
0081,81,PA,GARRAFÃO DO NORTE,05878
0103,103,PA,GOIANÉSIA DO PARÁ,04006
0026,26,PA,GURUPÁ,04618
0005,5,PA,IGARAPÉ-AÇU,04634
0006,6,PA,IGARAPÉ-MIRI,04650
0004,4,PA,INHANGAPI,04677
0049,49,PA,IPIXUNA DO PARÁ,04189
0011,11,PA,IRITUIA,04693
0034,34,PA,ITAITUBA,04715
0056,56,PA,ITUPIRANGA,04731
0102,102,PA,JACAREACANGA,04200
0069,69,PA,JACUNDÁ,04758
0105,105,PA,JURUTI,04774
0088,88,PA,LIMOEIRO DO AJURU,04790
0005,5,PA,MAGALHÃES BARATA,04812
0023,23,PA,MARABÁ,04839
0100,100,PA,MARABÁ,04839
0031,31,PA,MARACANÃ,04855
0032,32,PA,MARAPANIM,04871
0078,78,PA,MARITUBA,04642
0085,85,PA,MEDICILÂNDIA,05770
0099,99,PA,MELGAÇO,04898
0035,35,PA,MOCAJUBA,04910
0037,37,PA,MOJU,04936
0020,20,PA,MOJUÍ DOS CAMPOS,04863
0019,19,PA,MONTE ALEGRE,04952
0010,10,PA,MUANÁ,04979
0049,49,PA,MÃE DO RIO,04103
0081,81,PA,NOVA ESPERANÇA DO PIRIÁ,04480
0023,23,PA,NOVA IPIXUNA,04600
0033,33,PA,NOVA TIMBOTEUA,04995
0091,91,PA,NOVO PROGRESSO,04383
0101,101,PA,NOVO REPARTIMENTO,04421
0045,45,PA,OEIRAS DO PARÁ,05037
0038,38,PA,ORIXIMINÁ,05053
0074,74,PA,OURILÂNDIA DO NORTE,05959
0041,41,PA,OURÉM,05070
0080,80,PA,PACAJÁ,05916
0057,57,PA,PALESTINA DO PARÁ,04162
0042,42,PA,PARAGOMINAS,05096
0106,106,PA,PARAUAPEBAS,05835
0075,75,PA,PARAUAPEBAS,05835
0059,59,PA,PAU D&apos;ARCO,04308
0025,25,PA,PEIXE-BOI,05118
0062,62,PA,PIÇARRA,04782
0068,68,PA,PLACAS,04626
0027,27,PA,PONTA DE PEDRAS,05134
0044,44,PA,PORTEL,05150
0082,82,PA,PORTO DE MOZ,05177
0092,92,PA,PRAINHA,05193
0033,33,PA,PRIMAVERA,05215
0033,33,PA,QUATIPURU,04685
0059,59,PA,REDENÇÃO,05673
0060,60,PA,RIO MARIA,05690
0051,51,PA,RONDON DO PARÁ,05738
0068,68,PA,RURÓPOLIS,05894
0064,64,PA,SALINÓPOLIS,05231
0003,3,PA,SALVATERRA,05258
0036,36,PA,SANTA BÁRBARA DO PARÁ,04243
0002,2,PA,SANTA CRUZ DO ARARI,05274
0036,36,PA,SANTA ISABEL DO PARÁ,05290
0041,41,PA,SANTA LUZIA DO PARÁ,04146
0024,24,PA,SANTA MARIA DAS BARREIRAS,05991
0004,4,PA,SANTA MARIA DO PARÁ,05312
0046,46,PA,SANTANA DO ARAGUAIA,05339
0020,20,PA,SANTARÉM,05355
0083,83,PA,SANTARÉM,05355
0104,104,PA,SANTARÉM,05355
0033,33,PA,SANTARÉM NOVO,05371
0036,36,PA,SANTO ANTÔNIO DO TAUÁ,05398
0061,61,PA,SAPUCAIA,04847
0054,54,PA,SENADOR JOSÉ PORFÍRIO,05550
0003,3,PA,SOURE,05576
0008,8,PA,SÃO CAETANO DE ODIVELAS,05410
0057,57,PA,SÃO DOMINGOS DO ARAGUAIA,04464
0050,50,PA,SÃO DOMINGOS DO CAPIM,05436
0005,5,PA,SÃO FRANCISCO DO PARÁ,05479
0053,53,PA,SÃO FÉLIX DO XINGU,05452
0062,62,PA,SÃO GERALDO DO ARAGUAIA,05797
0009,9,PA,SÃO JOÃO DA PONTA,04820
0064,64,PA,SÃO JOÃO DE PIRABAS,04065
0057,57,PA,SÃO JOÃO DO ARAGUAIA,05495
0011,11,PA,SÃO MIGUEL DO GUAMÁ,05517
0048,48,PA,SÃO SEBASTIÃO DA BOA VISTA,05533
0093,93,PA,TAILÂNDIA,04022
0032,32,PA,TERRA ALTA,04545
0089,89,PA,TERRA SANTA,04367
0039,39,PA,TOMÉ-AÇU,05592
0013,13,PA,TRACUATEUA,04669
0034,34,PA,TRAIRÃO,04286
0074,74,PA,TUCUMÃ,04081
0040,40,PA,TUCURUÍ,05614
0084,84,PA,ULIANÓPOLIS,04324
0079,79,PA,URUARÁ,05754
0008,8,PA,VIGIA,05630
0014,14,PA,VISEU,05657
0018,18,PA,VITÓRIA DO XINGU,04405
0061,61,PA,XINGUARA,05711
0061,61,PA,ÁGUA AZUL DO NORTE,04260
0022,22,PA,ÓBIDOS,05010
0119,119,PE,ABREU E LIMA,26310
0066,66,PE,AFOGADOS DA INGAZEIRA,23019
0107,107,PE,AFRÂNIO,23035
0086,86,PE,AGRESTINA,23051
0120,120,PE,ALAGOINHA,23116
0125,125,PE,ALIANÇA,23132
0048,48,PE,ALTINHO,23159
0031,31,PE,AMARAJI,23175
0116,116,PE,ANGELIM,23191
0084,84,PE,ARARIPINA,23213
0085,85,PE,ARAÇOIABA,23205
0057,57,PE,ARCOVERDE,23230
0039,39,PE,BARRA DE GUABIRABA,23256
0042,42,PE,BARREIROS,23272
0045,45,PE,BELO JARDIM,23337
0043,43,PE,BELÉM DE MARIA,23299
0073,73,PE,BELÉM DO SÃO FRANCISCO,23310
0108,108,PE,BETÂNIA,23353
0035,35,PE,BEZERROS,23370
0080,80,PE,BODOCÓ,23396
0061,61,PE,BOM CONSELHO,23418
0033,33,PE,BOM JARDIM,23434
0039,39,PE,BONITO,23450
0099,99,PE,BREJINHO,23493
0054,54,PE,BREJO DA MADRE DE DEUS,23515
0092,92,PE,BREJÃO,23477
0023,23,PE,BUENOS AIRES,23531
0060,60,PE,BUÍQUE,23558
0015,15,PE,CABO DE SANTO AGOSTINHO,23574
0121,121,PE,CABO DE SANTO AGOSTINHO,23574
0077,77,PE,CABROBÓ,23590
0044,44,PE,CACHOEIRINHA,23612
0130,130,PE,CAETÉS,23639
0108,108,PE,CALUMBI,23671
0094,94,PE,CALÇADO,23655
0138,138,PE,CAMARAGIBE,26298
0127,127,PE,CAMARAGIBE,26298
0132,132,PE,CAMOCIM DE SÃO FÉLIX,23698
0027,27,PE,CAMUTANGA,23710
0116,116,PE,CANHOTINHO,23736
0130,130,PE,CAPOEIRAS,23752
0069,69,PE,CARNAUBEIRA DA PENHA,23167
0098,98,PE,CARNAÍBA,23779
0020,20,PE,CARPINA,23795
0106,106,PE,CARUARU,23817
0105,105,PE,CARUARU,23817
0041,41,PE,CARUARU,23817
0034,34,PE,CASINHAS,23221
0043,43,PE,CATENDE,23833
0076,76,PE,CEDRO,23850
0021,21,PE,CHÃ DE ALEGRIA,23876
0031,31,PE,CHÃ GRANDE,23892
0125,125,PE,CONDADO,23914
0059,59,PE,CORRENTES,23930
0028,28,PE,CORTÊS,23957
0091,91,PE,CUMARU,23973
0086,86,PE,CUPIRA,23990
0065,65,PE,CUSTÓDIA,24015
0107,107,PE,DORMENTES,23140
0019,19,PE,ESCADA,24031
0079,79,PE,EXU,24058
0135,135,PE,FEIRA NOVA,24074
0004,4,PE,FERNANDO DE NORONHA,30015
0027,27,PE,FERREIROS,24090
0067,67,PE,FLORES,24112
0072,72,PE,FLORESTA,24139
0046,46,PE,FREI MIGUELINHO,24155
0028,28,PE,GAMELEIRA,24171
0056,56,PE,GARANHUNS,24198
0021,21,PE,GLÓRIA DO GOITÁ,24210
0025,25,PE,GOIANA,24236
0080,80,PE,GRANITO,24252
0030,30,PE,GRAVATÁ,24279
0136,136,PE,IATI,24295
0128,128,PE,IBIMIRIM,24317
0048,48,PE,IBIRAJUBA,24333
0085,85,PE,IGARASSU,24350
0066,66,PE,IGUARACY,24376
0131,131,PE,ILHA DE ITAMARACÁ,24511
0063,63,PE,INAJÁ,24392
0050,50,PE,INGAZEIRA,24414
0016,16,PE,IPOJUCA,24430
0133,133,PE,IPUBI,24457
0073,73,PE,ITACURUBA,24473
0027,27,PE,ITAMBÉ,25976
0099,99,PE,ITAPETIM,24538
0131,131,PE,ITAPISSUMA,26336
0125,125,PE,ITAQUITINGA,24554
0143,143,PE,ITAÍBA,24490
0101,101,PE,JABOATÃO DOS GUARARAPES,24570
0147,147,PE,JABOATÃO DOS GUARARAPES,24570
0118,118,PE,JABOATÃO DOS GUARARAPES,24570
0011,11,PE,JABOATÃO DOS GUARARAPES,24570
0043,43,PE,JAQUEIRA,23302
0054,54,PE,JATAÚBA,24597
0089,89,PE,JATOBÁ,23264
0038,38,PE,JOAQUIM NABUCO,24635
0088,88,PE,JOÃO ALFREDO,24619
0092,92,PE,JUCATI,23124
0092,92,PE,JUPI,24651
0094,94,PE,JUREMA,24678
0135,135,PE,LAGOA DE ITAENGA,24694
0020,20,PE,LAGOA DO CARRO,23027
0059,59,PE,LAGOA DO OURO,24716
0086,86,PE,LAGOA DOS GATOS,24732
0137,137,PE,LAGOA GRANDE,23183
0094,94,PE,LAJEDO,24759
0024,24,PE,LIMOEIRO,24775
0090,90,PE,MACAPARANA,24791
0088,88,PE,MACHADOS,24813
0063,63,PE,MANARI,23248
0043,43,PE,MARAIAL,24830
0069,69,PE,MIRANDIBA,24856
0079,79,PE,MOREILÂNDIA,25852
0014,14,PE,MORENO,24872
0023,23,PE,NAZARÉ DA MATA,24899
0010,10,PE,OLINDA,24910
0100,100,PE,OLINDA,24910
0117,117,PE,OLINDA,24910
0033,33,PE,OROBÓ,24937
0077,77,PE,OROCÓ,24953
0082,82,PE,OURICURI,24970
0037,37,PE,PALMARES,24996
0059,59,PE,PALMEIRINA,25011
0047,47,PE,PANELAS,25038
0092,92,PE,PARANATAMA,25054
0078,78,PE,PARNAMIRIM,25070
0091,91,PE,PASSIRA,25097
0017,17,PE,PAUDALHO,25119
0114,114,PE,PAULISTA,25135
0012,12,PE,PAULISTA,25135
0146,146,PE,PAULISTA,25135
0058,58,PE,PEDRA,25151
0055,55,PE,PESQUEIRA,25178
0144,144,PE,PETROLINA,25216
0083,83,PE,PETROLINA,25216
0145,145,PE,PETROLINA,25216
0070,70,PE,PETROLÂNDIA,25194
0102,102,PE,POMBOS,25259
0055,55,PE,POÇÃO,25232
0031,31,PE,PRIMAVERA,25275
0047,47,PE,QUIPAPÁ,25291
0098,98,PE,QUIXABA,23000
0009,9,PE,RECIFE,25313
0150,150,PE,RECIFE,25313
0002,2,PE,RECIFE,25313
0003,3,PE,RECIFE,25313
0004,4,PE,RECIFE,25313
0007,7,PE,RECIFE,25313
0149,149,PE,RECIFE,25313
0005,5,PE,RECIFE,25313
0001,1,PE,RECIFE,25313
0006,6,PE,RECIFE,25313
0008,8,PE,RECIFE,25313
0041,41,PE,RIACHO DAS ALMAS,25330
0028,28,PE,RIBEIRÃO,25356
0026,26,PE,RIO FORMOSO,25372
0132,132,PE,SAIRÉ,25399
0088,88,PE,SALGADINHO,25410
0075,75,PE,SALGUEIRO,25437
0136,136,PE,SALOÁ,25453
0045,45,PE,SANHARÓ,25470
0082,82,PE,SANTA CRUZ,23108
0071,71,PE,SANTA CRUZ DA BAIXA VERDE,23043
0109,109,PE,SANTA CRUZ DO CAPIBARIBE,25496
0082,82,PE,SANTA FILOMENA,23329
0081,81,PE,SANTA MARIA DA BOA VISTA,25518
0046,46,PE,SANTA MARIA DO CAMBUCÁ,25534
0099,99,PE,SANTA TEREZINHA,25550
0071,71,PE,SERRA TALHADA,25771
0076,76,PE,SERRITA,25798
0062,62,PE,SERTÂNIA,25810
0026,26,PE,SIRINHAÉM,25836
0098,98,PE,SOLIDÃO,25879
0034,34,PE,SURUBIM,25895
0047,47,PE,SÃO BENEDITO DO SUL,25577
0052,52,PE,SÃO BENTO DO UNA,25593
0044,44,PE,SÃO CAITANO,25615
0132,132,PE,SÃO JOAQUIM DO MONTE,25658
0042,42,PE,SÃO JOSÉ DA COROA GRANDE,25674
0074,74,PE,SÃO JOSÉ DO BELMONTE,25690
0068,68,PE,SÃO JOSÉ DO EGITO,25712
0116,116,PE,SÃO JOÃO,25631
0013,13,PE,SÃO LOURENÇO DA MATA,25739
0090,90,PE,SÃO VICENTE FÉRRER,25755
0050,50,PE,TABIRA,25917
0044,44,PE,TACAIMBÓ,25933
0089,89,PE,TACARATU,25950
0026,26,PE,TAMANDARÉ,23280
0051,51,PE,TAQUARITINGA DO NORTE,25992
0061,61,PE,TEREZINHA,26018
0078,78,PE,TERRA NOVA,26034
0036,36,PE,TIMBAÚBA,26050
0112,112,PE,TORITAMA,26077
0023,23,PE,TRACUNHAÉM,26093
0133,133,PE,TRINDADE,26115
0067,67,PE,TRIUNFO,26131
0143,143,PE,TUPANATINGA,26158
0068,68,PE,TUPARETAMA,26174
0120,120,PE,VENTUROSA,26190
0075,75,PE,VERDEJANTE,26212
0034,34,PE,VERTENTE DO LÉRIO,23086
0046,46,PE,VERTENTES,26239
0090,90,PE,VICÊNCIA,26255
0018,18,PE,VITÓRIA DE SANTO ANTÃO,26271
0102,102,PE,VITÓRIA DE SANTO ANTÃO,26271
0038,38,PE,XEXÉU,23060
0038,38,PE,ÁGUA PRETA,23078
0064,64,PE,ÁGUAS BELAS,23094
0038,38,PI,ACAUÃ,12327
0030,30,PI,AGRICOLÂNDIA,10014
0029,29,PI,ALAGOINHA DO PIAUÍ,12319
0040,40,PI,ALEGRETE DO PIAUÍ,10022
0047,47,PI,ALTO LONGÁ,10057
0032,32,PI,ALTOS,10073
0059,59,PI,ALVORADA DO GURGUÉIA,12084
0008,8,PI,AMARANTE,10090
0043,43,PI,ANGICAL DO PIAUÍ,10111
0014,14,PI,ANTÔNIO ALMEIDA,10154
0079,79,PI,ANÍSIO DE ABREU,10138
0089,89,PI,AROAZES,10170
0010,10,PI,AROEIRAS DO ITAIM,12734
0061,61,PI,ARRAIAL,10197
0039,39,PI,ASSUNÇÃO DO PIAUÍ,12106
0088,88,PI,AVELINO LOPES,10219
0044,44,PI,BAIXA GRANDE DO RIBEIRO,10049
0048,48,PI,BARRA D&apos;ALCÂNTARA,10600
0006,6,PI,BARRAS,10235
0035,35,PI,BARREIRAS DO PIAUÍ,10251
0074,74,PI,BARRO DURO,10278
0045,45,PI,BATALHA,10294
0037,37,PI,BELA VISTA DO PIAUÍ,10626
